level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.92,0.6986666576562256,21.96,9.76039583558336,25,0.0,0.0,0.0,0.0
L1,B_L1 (materials + lighting),0.92,0.6977142777170999,22.0,9.764714503233451,25,0.0,0.0,0.0009523799391256693,0.0013631392434277029
L2,B_L2 (+ object appearance),0.76,0.5377142781263997,52.64,7.72588220384166,25,0.16000000000000003,0.1739130434782609,0.16095237952982588,0.2303707751988094
L3,B_L3 (+ distractors),0.76,0.5377142781263997,52.64,7.72588220384166,25,0.16000000000000003,0.1739130434782609,0.16095237952982588,0.2303707751988094
